기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020.2/4	구로구	오류2동	한국인	39,483	1,241	2,392	2,095	1,811	2,104	2,595	2,323	3,017	3,396	3,445	2,897	2,773	2,781	2,137	1,826	1,367	755	372	115	33	8
2020.2/4	구로구	오류2동	외국인	814	29	27	20	13	13	34	74	90	101	75	94	131	71	26	14	1	1	-	-	-	-
2020.2/4	구로구	항동	계	15,540	1,548	1,075	591	493	688	1,046	1,647	2,155	1,448	962	812	862	815	570	390	183	141	73	32	9	-
2020.2/4	구로구	항동	한국인	15,498	1,543	1,074	589	490	682	1,042	1,641	2,149	1,443	961	811	860	815	570	390	183	141	73	32	9	-
2020.2/4	구로구	항동	외국인	42	5	1	2	3	6	4	6	6	5	1	1	2	-	-	-	-	-	-	-	-	-
2020.2/4	금천구	소계	계	250,554	6,899	7,618	7,085	8,543	15,042	22,774	19,932	18,874	16,714	20,332	22,715	24,513	20,563	13,697	10,302	7,667	4,348	1,942	631	189	174
2020.2/4	금천구	소계	한국인	232,250	6,175	7,002	6,791	8,393	14,689	21,990	18,262	17,283	15,308	18,213	19,800	20,964	18,976	13,324	10,194	7,636	4,334	1,928	629	186	173
2020.2/4	금천구	소계	외국인	18,304	724	616	294	150	353	784	1,670	1,591	1,406	2,119	2,915	3,549	1,587	373	108	31	14	14	2	3	1
2020.2/4	금천구	가산동	계	24,830	486	398	336	436	1,721	4,192	3,308	2,280	1,551	1,741	1,922	2,255	1,687	914	722	455	247	121	32	17	9
2020.2/4	금천구	가산동	한국인	21,574	404	322	307	415	1,648	3,990	3,003	2,017	1,309	1,379	1,373	1,565	1,408	868	700	448	244	117	32	16	9
2020.2/4	금천구	가산동	외국인	3,256	82	76	29	21	73	202	305	263	242	362	549	690	279	46	22	7	3	4	-	1	-
2020.2/4	금천구	독산1동	계	44,812	1,799	1,661	1,140	1,282	2,724	5,031	4,722	4,382	3,330	3,315	3,368	3,544	3,007	1,927	1,410	1,140	631	284	76	22	17
2020.2/4	금천구	독산1동	한국인	42,453	1,709	1,613	1,101	1,261	2,650	4,859	4,434	4,146	3,159	3,068	3,037	3,172	2,812	1,878	1,395	1,134	630	282	75	21	17
2020.2/4	금천구	독산1동	외국인	2,359	90	48	39	21	74	172	288	236	171	247	331	372	195	49	15	6	1	2	1	1	-
2020.2/4	금천구	독산2동	계	21,038	529	600	592	735	1,250	1,655	1,421	1,454	1,267	1,764	2,228	2,324	1,899	1,245	895	620	320	153	53	18	16
2020.2/4	금천구	독산2동	한국인	19,158	427	525	560	718	1,219	1,602	1,250	1,286	1,136	1,546	1,922	1,968	1,727	1,215	882	619	319	151	53	17	16
2020.2/4	금천구	독산2동	외국인	1,880	102	75	32	17	31	53	171	168	131	218	306	356	172	30	13	1	1	2	-	1	-
2020.2/4	금천구	독산3동	계	29,351	679	725	666	873	1,679	2,444	2,176	2,016	1,790	2,500	3,171	3,514	2,639	1,659	1,178	821	472	224	83	20	22
2020.2/4	금천구	독산3동	한국인	24,823	511	579	594	836	1,611	2,311	1,837	1,653	1,451	1,952	2,387	2,533	2,232	1,563	1,154	811	465	220	82	20	21
2020.2/4	금천구	독산3동	외국인	4,528	168	146	72	37	68	133	339	363	339	548	784	981	407	96	24	10	7	4	1	-	1
2020.2/4	금천구	독산4동	계	18,001	428	449	508	582	1,070	1,401	1,209	1,175	1,119	1,574	1,926	2,165	1,550	1,067	769	542	282	117	43	10	15
2020.2/4	금천구	독산4동	한국인	15,801	314	355	457	562	1,038	1,339	1,020	982	940	1,283	1,589	1,736	1,400	1,029	753	537	282	117	43	10	15
2020.2/4	금천구	독산4동	외국인	2,200	114	94	51	20	32	62	189	193	179	291	337	429	150	38	16	5	-	-	-	-	-
2020.2/4	금천구	시흥1동	계	36,274	1,036	1,165	1,078	1,347	2,101	2,999	2,606	2,660	2,569	2,995	3,259	3,531	2,929	2,067	1,579	1,222	652	308	119	30	22
2020.2/4	금천구	시흥1동	한국인	33,989	937	1,061	1,051	1,330	2,066	2,917	2,415	2,453	2,373	2,734	2,918	3,098	2,712	2,001	1,573	1,221	651	307	119	30	22
2020.2/4	금천구	시흥1동	외국인	2,285	99	104	27	17	35	82	191	207	196	261	341	433	217	66	6	1	1	1	-	-	-
2020.2/4	금천구	시흥2동	계	22,316	638	1,016	1,080	1,104	1,314	1,267	1,135	1,471	1,676	1,940	1,924	1,940	1,894	1,275	1,041	787	477	197	77	26	37
2020.2/4	금천구	시흥2동	한국인	22,194	637	1,013	1,078	1,103	1,308	1,264	1,118	1,457	1,661	1,917	1,908	1,928	1,888	1,274	1,040	786	477	197	77	26	37
2020.2/4	금천구	시흥2동	외국인	122	1	3	2	1	6	3	17	14	15	23	16	12	6	1	1	1	-	-	-	-	-
2020.2/4	금천구	시흥3동	계	11,460	269	330	323	430	702	811	747	766	685	938	979	1,115	1,125	785	580	467	260	101	34	9	4
2020.2/4	금천구	시흥3동	한국인	11,290	265	326	323	429	692	798	734	748	675	918	954	1,084	1,111	779	579	467	260	101	34	9	4
2020.2/4	금천구	시흥3동	외국인	170	4	4	-	1	10	13	13	18	10	20	25	31	14	6	1	-	-	-	-	-	-
2020.2/4	금천구	시흥4동	계	21,877	555	702	758	852	1,269	1,575	1,389	1,412	1,449	1,767	2,049	2,184	2,012	1,408	1,044	749	430	190	50	18	15
2020.2/4	금천구	시흥4동	한국인	21,074	520	667	740	844	1,258	1,541	1,307	1,329	1,382	1,693	1,925	2,055	1,939	1,386	1,037	749	430	189	50	18	15
2020.2/4	금천구	시흥4동	외국인	803	35	35	18	8	11	34	82	83	67	74	124	129	73	22	7	-	-	1	-	-	-
2020.2/4	금천구	시흥5동	계	20,595	480	572	604	902	1,212	1,399	1,219	1,258	1,278	1,798	1,889	1,941	1,821	1,350	1,084	864	577	247	64	19	17
2020.2/4	금천구	시흥5동	한국인	19,894	451	541	580	895	1,199	1,369	1,144	1,212	1,222	1,723	1,787	1,825	1,747	1,331	1,081	864	576	247	64	19	17
2020.2/4	금천구	시흥5동	외국인	701	29	31	24	7	13	30	75	46	56	75	102	116	74	19	3	-	1	-	-	-	-
2020.2/4	영등포구	소계	계	405,154	13,770	13,758	11,855	13,572	22,723	37,437	37,659	35,565	29,475	32,270	33,013	34,458	29,528	20,046	15,431	11,718	7,514	3,548	1,176	366	272
2020.2/4	영등포구	소계	한국인	373,349	12,739	12,767	11,266	13,243	22,027	36,058	34,694	32,793	26,970	28,885	28,209	28,216	26,506	19,329	15,217	11,652	7,464	3,522	1,160	360	272
2020.2/4	영등포구	소계	외국인	31,805	1,031	991	589	329	696	1,379	2,965	2,772	2,505	3,385	4,804	6,242	3,022	717	214	66	50	26	16	6	-
2020.2/4	영등포구	여의동	계	34,675	1,338	1,743	1,543	1,390	1,706	2,275	2,480	3,020	2,784	2,809	2,634	2,531	2,356	1,738	1,502	1,189	912	495	149	56	25
2020.2/4	영등포구	여의동	한국인	34,314	1,319	1,725	1,531	1,382	1,698	2,246	2,420	2,972	2,750	2,784	2,594	2,510	2,343	1,726	1,494	1,186	911	494	149	55	25
2020.2/4	영등포구	여의동	외국인	361	19	18	12	8	8	29	60	48	34	25	40	21	13	12	8	3	1	1	-	1	-
2020.2/4	영등포구	당산1동	계	21,339	677	542	444	604	1,270	2,395	2,347	1,999	1,479	1,546	1,606	1,602	1,531	1,142	815	627	424	194	60	20	15
2020.2/4	영등포구	당산1동	한국인	20,831	667	535	438	589	1,245	2,338	2,272	1,944	1,451	1,498	1,553	1,537	1,493	1,124	810	626	422	194	60	20	15
2020.2/4	영등포구	당산1동	외국인	508	10	7	6	15	25	57	75	55	28	48	53	65	38	18	5	1	2	-	-	-	-
2020.2/4	영등포구	당산2동	계	37,249	1,360	1,384	1,135	1,171	2,493	4,946	4,491	3,625	2,666	2,533	2,379	2,411	2,160	1,535	1,131	801	554	310	104	30	30
2020.2/4	영등포구	당산2동	한국인	36,812	1,354	1,381	1,131	1,169	2,444	4,865	4,427	3,586	2,639	2,508	2,330	2,367	2,136	1,527	1,122	799	553	310	104	30	30
2020.2/4	영등포구	당산2동	외국인	437	6	3	4	2	49	81	64	39	27	25	49	44	24	8	9	2	1	-	-	-	-
2020.2/4	영등포구	양평1동	계	18,030	712	584	465	573	974	1,845	2,314	2,074	1,562	1,341	1,108	1,035	984	803	615	514	306	139	52	21	9
2020.2/4	영등포구	양평1동	한국인	17,677	709	576	460	567	944	1,772	2,267	2,021	1,530	1,330	1,091	1,008	965	796	608	510	304	137	52	21	9
2020.2/4	영등포구	양평1동	외국인	353	3	8	5	6	30	73	47	53	32	11	17	27	19	7	7	4	2	2	-	-	-
2020.2/4	영등포구	양평2동	계	22,665	964	779	714	942	1,452	2,294	2,792	2,356	1,704	1,753	1,627	1,479	1,348	823	643	457	311	159	53	9	6
2020.2/4	영등포구	양평2동	한국인	22,412	962	776	714	939	1,424	2,235	2,746	2,324	1,690	1,738	1,611	1,460	1,337	821	642	456	310	159	53	9	6
2020.2/4	영등포구	양평2동	외국인	253	2	3	-	3	28	59	46	32	14	15	16	19	11	2	1	1	1	-	-	-	-
2020.2/4	영등포구	신길1동	계	19,537	381	384	398	595	1,154	2,351	1,889	1,433	1,305	1,552	1,566	1,698	1,490	1,027	853	696	449	213	59	23	21
2020.2/4	영등포구	신길1동	한국인	17,581	316	324	362	577	1,113	2,275	1,730	1,252	1,147	1,329	1,273	1,322	1,300	971	837	692	447	211	59	23	21
2020.2/4	영등포구	신길1동	외국인	1,956	65	60	36	18	41	76	159	181	158	223	293	376	190	56	16	4	2	2	-	-	-
2020.2/4	영등포구	신길3동	계	18,436	659	670	578	659	958	1,320	1,339	1,437	1,309	1,500	1,667	1,770	1,538	1,023	780	635	354	162	56	14	8
2020.2/4	영등포구	신길3동	한국인	17,120	605	616	550	644	938	1,270	1,226	1,308	1,211	1,363	1,467	1,509	1,418	1,002	774	630	349	162	56	14	8
2020.2/4	영등포구	신길3동	외국인	1,316	54	54	28	15	20	50	113	129	98	137	200	261	120	21	6	5	5	-	-	-	-
2020.2/4	영등포구	신길4동	계	9,842	174	205	309	344	577	745	616	621	595	818	929	1,057	979	598	484	374	246	108	38	11	14
2020.2/4	영등포구	신길4동	한국인	8,887	144	173	292	333	565	718	542	552	504	708	768	863	889	574	479	369	244	108	37	11	14
2020.2/4	영등포구	신길4동	외국인	955	30	32	17	11	12	27	74	69	91	110	161	194	90	24	5	5	2	-	1	-	-
2020.2/4	영등포구	신길5동	계	12,712	471	444	367	436	666	846	842	1,027	926	1,047	1,197	1,307	1,097	748	530	369	235	93	41	8	15
2020.2/4	영등포구	신길5동	한국인	11,179	422	407	343	418	640	794	728	906	804	860	961	977	934	717	519	367	229	91	39	8	15
2020.2/4	영등포구	신길5동	외국인	1,533	49	37	24	18	26	52	114	121	122	187	236	330	163	31	11	2	6	2	2	-	-
2020.2/4	영등포구	신길6동	계	19,171	556	556	482	689	1,210	1,923	1,633	1,456	1,259	1,475	1,589	1,650	1,529	1,104	818	578	407	165	58	21	13
2020.2/4	영등포구	신길6동	한국인	18,005	520	523	456	674	1,182	1,880	1,537	1,376	1,168	1,345	1,397	1,414	1,416	1,077	811	575	404	162	56	19	13
2020.2/4	영등포구	신길6동	외국인	1,166	36	33	26	15	28	43	96	80	91	130	192	236	113	27	7	3	3	3	2	2	-
2020.2/4	영등포구	신길7동	계	20,634	1,062	1,110	823	958	1,351	1,541	1,564	2,015	1,600	1,757	1,731	1,489	1,289	812	596	436	276	158	47	8	11
2020.2/4	영등포구	신길7동	한국인	20,411	1,050	1,099	819	957	1,347	1,524	1,530	1,990	1,585	1,738	1,702	1,463	1,273	808	595	435	275	155	47	8	11
2020.2/4	영등포구	신길7동	외국인	223	12	11	4	1	4	17	34	25	15	19	29	26	16	4	1	1	1	3	-	-	-
2020.2/4	영등포구	대림1동	계	16,018	354	380	408	528	888	1,212	1,055	1,005	1,043	1,419	1,636	1,819	1,373	968	758	620	335	139	52	11	15
2020.2/4	영등포구	대림1동	한국인	12,718	234	257	326	483	845	1,131	767	706	742	1,035	1,101	1,211	1,080	903	734	615	334	137	51	11	15
2020.2/4	영등포구	대림1동	외국인	3,300	120	123	82	45	43	81	288	299	301	384	535	608	293	65	24	5	1	2	1	-	-
2020.2/4	영등포구	대림2동	계	20,820	502	509	403	447	815	1,459	1,661	1,467	1,435	1,910	2,373	2,947	1,887	995	830	612	366	142	41	14	5
2020.2/4	영등포구	대림2동	한국인	12,443	239	261	257	372	693	1,208	900	782	755	974	1,066	1,150	1,027	821	786	601	358	136	38	14	5
2020.2/4	영등포구	대림2동	외국인	8,377	263	248	146	75	122	251	761	685	680	936	1,307	1,797	860	174	44	11	8	6	3	-	-
2020.2/4	영등포구	대림3동	계	27,975	804	764	775	929	1,488	1,971	2,139	2,062	1,787	2,400	2,835	3,215	2,521	1,501	1,139	817	534	209	64	17	4
2020.2/4	영등포구	대림3동	한국인	23,288	635	608	674	894	1,413	1,814	1,701	1,653	1,437	1,899	2,061	2,266	2,080	1,407	1,113	812	531	207	63	16	4
2020.2/4	영등포구	대림3동	외국인	4,687	169	156	101	35	75	157	438	409	350	501	774	949	441	94	26	5	3	2	1	1	-
2020.2/4	영등포구	영등포본동	계	24,304	822	842	599	833	1,253	1,677	1,775	1,990	1,689	1,994	2,246	2,489	2,124	1,360	1,031	792	455	212	77	30	14
2020.2/4	영등포구	영등포본동	한국인	21,636	750	743	555	806	1,208	1,611	1,582	1,765	1,487	1,711	1,829	1,873	1,835	1,294	1,018	787	451	210	77	30	14
2020.2/4	영등포구	영등포본동	외국인	2,668	72	99	44	27	45	66	193	225	202	283	417	616	289	66	13	5	4	2	-	-	-
2020.2/4	영등포구	영등포동	계	27,762	713	505	382	508	1,779	4,626	4,034	2,714	1,757	1,822	1,811	1,909	1,752	1,240	881	657	368	189	69	22	24
2020.2/4	영등포구	영등포동	한국인	27,056	703	501	375	505	1,702	4,489	3,919	2,636	1,713	1,768	1,753	1,839	1,723	1,227	877	655	368	189	69	21	24
2020.2/4	영등포구	영등포동	외국인	706	10	4	7	3	77	137	115	78	44	54	58	70	29	13	4	2	-	-	-	1	-
2020.2/4	영등포구	도림동	계	21,251	669	597	456	600	1,069	1,803	1,913	1,905	1,489	1,801	1,907	2,083	1,598	1,078	868	681	438	193	67	19	17
2020.2/4	영등포구	도림동	한국인	18,461	560	505	417	569	1,021	1,712	1,654	1,688	1,295	1,517	1,494	1,499	1,295	991	846	675	433	192	62	19	17
2020.2/4	영등포구	도림동	외국인	2,790	109	92	39	31	48	91	259	217	194	284	413	584	303	87	22	6	5	1	5	-	-
2020.2/4	영등포구	문래동	계	32,734	1,552	1,760	1,574	1,366	1,620	2,208	2,775	3,359	3,086	2,793	2,172	1,967	1,972	1,551	1,157	863	544	268	89	32	26
2020.2/4	영등포구	문래동	한국인	32,518	1,550	1,757	1,566	1,365	1,605	2,176	2,746	3,332	3,062	2,780	2,158	1,948	1,962	1,543	1,152	862	541	268	88	31	26
2020.2/4	영등포구	문래동	외국인	216	2	3	8	1	15	32	29	27	24	13	14	19	10	8	5	1	3	-	1	1	-
2020.2/4	동작구	소계	계	406,776	11,989	14,150	13,208	15,861	30,959	40,265	33,133	32,016	29,450	31,848	30,630	30,703	28,525	20,789	16,742	12,866	7,980	3,601	1,378	372	311
2020.2/4	동작구	소계	한국인	395,165	11,766	13,977	13,103	15,641	28,340	38,654	32,059	31,238	28,840	31,114	29,594	29,292	27,780	20,616	16,696	12,844	7,962	3,594	1,375	372	308
2020.2/4	동작구	소계	외국인	11,611	223	173	105	220	2,619	1,611	1,074	778	610	734	1,036	1,411	745	173	46	22	18	7	3	-	3
2020.2/4	동작구	노량진2동	계	13,650	200	214	235	392	816	1,509	1,138	930	797	953	1,181	1,390	1,199	872	685	550	351	147	60	17	14
2020.2/4	동작구	노량진2동	한국인	12,662	170	196	223	384	779	1,437	1,028	838	724	866	1,055	1,189	1,105	855	679	547	350	146	60	17	14
2020.2/4	동작구	노량진2동	외국인	988	30	18	12	8	37	72	110	92	73	87	126	201	94	17	6	3	1	1	-	-	-
2020.2/4	동작구	상도1동	계	47,529	1,393	1,722	1,571	1,904	6,036	5,326	3,273	3,349	3,292	3,414	3,295	3,145	3,041	2,133	1,755	1,338	877	413	167	48	37
2020.2/4	동작구	상도1동	한국인	45,673	1,380	1,714	1,570	1,845	5,027	4,882	3,145	3,292	3,262	3,395	3,272	3,113	3,024	2,127	1,752	1,336	875	412	167	48	35
2020.2/4	동작구	상도1동	외국인	1,856	13	8	1	59	1,009	444	128	57	30	19	23	32	17	6	3	2	2	1	-	-	2
2020.2/4	동작구	상도2동	계	28,860	1,165	1,210	945	1,047	1,957	2,564	2,405	2,556	2,230	2,261	2,182	2,060	1,936	1,404	1,106	838	573	271	92	32	26
2020.2/4	동작구	상도2동	한국인	28,502	1,160	1,209	942	1,043	1,897	2,523	2,369	2,522	2,207	2,240	2,144	2,022	1,905	1,388	1,104	835	572	270	92	32	26
2020.2/4	동작구	상도2동	외국인	358	5	1	3	4	60	41	36	34	23	21	38	38	31	16	2	3	1	1	-	-	-
2020.2/4	동작구	상도3동	계	25,798	699	688	725	1,024	1,721	2,593	2,327	2,066	1,807	2,073	2,021	1,969	1,841	1,298	1,149	924	550	205	79	25	14
2020.2/4	동작구	상도3동	한국인	25,380	683	673	721	1,019	1,690	2,551	2,271	2,022	1,779	2,032	1,971	1,920	1,816	1,288	1,148	924	549	205	79	25	14
2020.2/4	동작구	상도3동	외국인	418	16	15	4	5	31	42	56	44	28	41	50	49	25	10	1	-	1	-	-	-	-
2020.2/4	동작구	상도4동	계	29,723	874	983	892	1,107	1,888	2,788	2,602	2,455	2,196	2,343	2,259	2,353	2,139	1,562	1,287	957	648	268	94	17	11
2020.2/4	동작구	상도4동	한국인	29,294	863	970	885	1,101	1,865	2,749	2,543	2,414	2,158	2,312	2,212	2,290	2,102	1,555	1,281	956	648	268	94	17	11
2020.2/4	동작구	상도4동	외국인	429	11	13	7	6	23	39	59	41	38	31	47	63	37	7	6	1	-	-	-	-	-
2020.2/4	동작구	사당1동	계	23,931	454	430	386	605	1,777	3,612	2,781	2,030	1,537	1,526	1,547	1,803	1,806	1,301	1,046	719	362	138	47	17	7
2020.2/4	동작구	사당1동	한국인	23,275	440	422	381	598	1,738	3,536	2,704	1,978	1,502	1,468	1,466	1,682	1,740	1,290	1,043	718	360	138	47	17	7
2020.2/4	동작구	사당1동	외국인	656	14	8	5	7	39	76	77	52	35	58	81	121	66	11	3	1	2	-	-	-	-
2020.2/4	동작구	사당3동	계	25,580	990	1,206	828	849	1,448	2,029	2,012	2,258	2,055	1,895	1,837	1,945	1,936	1,507	1,176	843	440	208	72	25	21
2020.2/4	동작구	사당3동	한국인	25,305	987	1,202	822	846	1,427	2,004	1,977	2,234	2,029	1,872	1,803	1,902	1,913	1,507	1,176	842	438	207	71	25	21
2020.2/4	동작구	사당3동	외국인	275	3	4	6	3	21	25	35	24	26	23	34	43	23	-	-	1	2	1	1	-	-
2020.2/4	동작구	사당4동	계	14,819	423	381	326	444	968	1,640	1,363	1,282	1,022	1,112	1,022	1,166	1,121	853	719	497	292	115	54	13	6
2020.2/4	동작구	사당4동	한국인	14,624	423	378	326	443	946	1,614	1,332	1,252	1,011	1,096	1,003	1,146	1,109	849	719	497	292	115	54	13	6
2020.2/4	동작구	사당4동	외국인	195	-	3	-	1	22	26	31	30	11	16	19	20	12	4	-	-	-	-	-	-	-
2020.2/4	동작구	사당5동	계	14,662	554	536	473	516	893	1,371	1,312	1,289	1,182	1,124	1,080	1,134	998	765	579	409	263	108	46	18	12
2020.2/4	동작구	사당5동	한국인	14,548	554	535	472	514	887	1,354	1,291	1,280	1,176	1,112	1,064	1,123	990	761	579	409	263	108	46	18	12
2020.2/4	동작구	사당5동	외국인	114	-	1	1	2	6	17	21	9	6	12	16	11	8	4	-	-	-	-	-	-	-
2020.2/4	동작구	대방동	계	39,683	901	1,527	1,948	2,350	2,897	3,724	2,875	2,767	3,074	3,801	3,278	2,687	2,340	1,780	1,419	1,086	698	349	137	21	24
2020.2/4	동작구	대방동	한국인	39,260	892	1,519	1,939	2,344	2,873	3,681	2,827	2,721	3,043	3,753	3,239	2,629	2,302	1,774	1,414	1,085	696	347	137	21	24
2020.2/4	동작구	대방동	외국인	423	9	8	9	6	24	43	48	46	31	48	39	58	38	6	5	1	2	2	-	-	-
2020.2/4	동작구	신대방1동	계	26,304	691	1,056	1,281	1,365	1,637	1,888	1,655	1,786	2,058	2,578	2,325	2,336	1,968	1,275	906	732	445	213	86	17	6
2020.2/4	동작구	신대방1동	한국인	23,794	609	991	1,240	1,354	1,578	1,802	1,467	1,610	1,850	2,313	1,925	1,778	1,686	1,208	892	727	443	212	86	17	6
2020.2/4	동작구	신대방1동	외국인	2,510	82	65	41	11	59	86	188	176	208	265	400	558	282	67	14	5	2	1	-	-	-
2020.2/4	동작구	신대방2동	계	20,546	643	869	864	879	1,331	2,239	1,723	1,696	1,543	1,765	1,444	1,333	1,245	905	801	660	373	147	59	15	12
2020.2/4	동작구	신대방2동	한국인	20,260	637	864	862	877	1,308	2,217	1,699	1,670	1,529	1,735	1,407	1,277	1,213	899	801	660	373	147	58	15	12
2020.2/4	동작구	신대방2동	외국인	286	6	5	2	2	23	22	24	26	14	30	37	56	32	6	-	-	-	-	1	-	-
2020.2/4	동작구	흑석동	계	34,992	1,130	1,314	1,014	1,318	3,728	3,259	2,371	2,631	2,450	2,570	2,682	2,608	2,300	1,703	1,363	1,159	767	376	152	41	56
2020.2/4	동작구	흑석동	한국인	32,703	1,110	1,309	1,014	1,228	2,531	2,659	2,208	2,561	2,423	2,550	2,650	2,580	2,279	1,698	1,361	1,154	764	376	152	41	55
2020.2/4	동작구	흑석동	외국인	2,289	20	5	-	90	1,197	600	163	70	27	20	32	28	21	5	2	5	3	-	-	-	1
2020.2/4	동작구	노량진1동	계	32,649	944	1,087	934	1,116	2,280	3,490	2,963	2,604	2,155	2,295	2,302	2,497	2,413	1,767	1,360	1,122	768	352	136	34	30
2020.2/4	동작구	노량진1동	한국인	32,291	937	1,078	927	1,107	2,229	3,443	2,917	2,565	2,124	2,271	2,273	2,467	2,391	1,763	1,358	1,122	767	352	136	34	30
2020.2/4	동작구	노량진1동	외국인	358	7	9	7	9	51	47	46	39	31	24	29	30	22	4	2	-	1	-	-	-	-
2020.2/4	동작구	사당2동	계	28,050	928	927	786	945	1,582	2,233	2,333	2,317	2,052	2,138	2,175	2,277	2,242	1,664	1,391	1,032	573	291	97	32	35
2020.2/4	동작구	사당2동	한국인	27,594	921	917	779	938	1,565	2,202	2,281	2,279	2,023	2,099	2,110	2,174	2,205	1,654	1,389	1,032	572	291	96	32	35
2020.2/4	동작구	사당2동	외국인	456	7	10	7	7	17	31	52	38	29	39	65	103	37	10	2	-	1	-	1	-	-
2020.2/4	관악구	소계	계	516,318	11,248	13,325	13,198	17,130	41,714	71,236	50,936	40,725	34,489	37,726	36,439	36,694	34,117	25,771	20,851	16,123	8,926	3,681	1,321	352	316
2020.2/4	관악구	소계	한국인	499,740	10,791	12,947	12,978	16,863	40,519	69,183	48,908	39,292	33,397	36,380	34,531	34,232	32,863	25,455	20,754	16,095	8,905	3,666	1,314	351	316
2020.2/4	관악구	소계	외국인	16,578	457	378	220	267	1,195	2,053	2,028	1,433	1,092	1,346	1,908	2,462	1,254	316	97	28	21	15	7	1	-
2020.2/4	관악구	보라매동	계	25,856	659	691	696	867	1,867	3,089	2,418	2,053	1,737	1,876	1,730	1,922	1,951	1,396	1,220	894	475	211	80	15	9
2020.2/4	관악구	보라매동	한국인	24,848	628	669	676	850	1,762	2,949	2,252	1,935	1,670	1,806	1,652	1,831	1,896	1,382	1,211	893	474	210	78	15	9
2020.2/4	관악구	보라매동	외국인	1,008	31	22	20	17	105	140	166	118	67	70	78	91	55	14	9	1	1	1	2	-	-
2020.2/4	관악구	청림동	계	16,007	711	692	562	624	900	1,083	1,222	1,464	1,284	1,308	1,205	1,142	1,127	856	650	560	360	168	56	10	23
2020.2/4	관악구	청림동	한국인	15,876	703	689	562	624	883	1,061	1,198	1,446	1,278	1,302	1,201	1,134	1,118	850	650	560	360	168	56	10	23
2020.2/4	관악구	청림동	외국인	131	8	3	-	-	17	22	24	18	6	6	4	8	9	6	-	-	-	-	-	-	-
2020.2/4	관악구	행운동	계	30,225	640	655	606	858	2,448	5,265	3,762	2,545	1,901	1,884	1,780	1,856	1,780	1,413	1,244	834	448	197	73	19	17
2020.2/4	관악구	행운동	한국인	29,690	624	639	594	852	2,415	5,168	3,680	2,503	1,860	1,847	1,735	1,793	1,747	1,405	1,242	834	447	196	73	19	17
2020.2/4	관악구	행운동	외국인	535	16	16	12	6	33	97	82	42	41	37	45	63	33	8	2	-	1	1	-	-	-
2020.2/4	관악구	낙성대동	계	17,840	369	441	392	527	2,013	3,738	2,305	1,436	1,091	1,038	924	834	773	611	506	454	239	93	34	12	10
2020.2/4	관악구	낙성대동	한국인	17,153	349	420	387	514	1,932	3,577	2,169	1,368	1,036	1,006	892	796	754	610	504	452	238	93	34	12	10
2020.2/4	관악구	낙성대동	외국인	687	20	21	5	13	81	161	136	68	55	32	32	38	19	1	2	2	1	-	-	-	-
2020.2/4	관악구	중앙동	계	16,065	232	236	226	450	1,630	2,989	1,933	1,207	866	985	1,007	1,019	917	749	624	536	287	121	33	9	9
2020.2/4	관악구	중앙동	한국인	15,617	228	229	224	443	1,596	2,925	1,874	1,173	838	948	949	942	890	741	623	536	286	121	33	9	9
2020.2/4	관악구	중앙동	외국인	448	4	7	2	7	34	64	59	34	28	37	58	77	27	8	1	-	1	-	-	-	-
2020.2/4	관악구	인헌동	계	26,938	576	695	701	985	2,108	3,854	2,942	2,214	1,842	1,971	1,824	1,759	1,573	1,362	984	855	441	168	59	16	9
2020.2/4	관악구	인헌동	한국인	26,565	566	686	697	983	2,077	3,790	2,873	2,175	1,806	1,947	1,801	1,727	1,557	1,352	983	854	440	167	59	16	9
2020.2/4	관악구	인헌동	외국인	373	10	9	4	2	31	64	69	39	36	24	23	32	16	10	1	1	1	1	-	-	-
2020.2/4	관악구	남현동	계	18,814	544	547	371	490	1,407	2,570	2,216	1,638	1,245	1,160	1,332	1,324	1,304	904	763	555	264	116	47	14	3
2020.2/4	관악구	남현동	한국인	18,601	543	546	370	487	1,386	2,541	2,188	1,611	1,228	1,144	1,307	1,297	1,296	896	763	555	263	116	47	14	3
2020.2/4	관악구	남현동	외국인	213	1	1	1	3	21	29	28	27	17	16	25	27	8	8	-	-	1	-	-	-	-
2020.2/4	관악구	서원동	계	24,049	400	369	360	575	2,232	4,481	2,900	2,010	1,467	1,501	1,475	1,556	1,505	1,096	814	712	391	143	39	14	9
2020.2/4	관악구	서원동	한국인	23,214	383	353	353	564	2,184	4,334	2,771	1,932	1,420	1,440	1,391	1,454	1,435	1,083	811	712	389	143	39	14	9
2020.2/4	관악구	서원동	외국인	835	17	16	7	11	48	147	129	78	47	61	84	102	70	13	3	-	2	-	-	-	-
2020.2/4	관악구	신원동	계	19,647	331	400	391	545	1,593	2,921	1,992	1,469	1,207	1,350	1,405	1,479	1,378	1,000	840	717	384	155	48	29	13
2020.2/4	관악구	신원동	한국인	18,487	294	366	378	535	1,560	2,849	1,878	1,372	1,142	1,239	1,237	1,238	1,246	978	833	715	384	153	48	29	13
2020.2/4	관악구	신원동	외국인	1,160	37	34	13	10	33	72	114	97	65	111	168	241	132	22	7	2	-	2	-	-	-
